"id","trade_px","trade_volume","b1","b2","b3","b4","b5","a1","a2","a3","a4","a5","bq1","bq2","bq3","bq4","bq5","aq1","aq2","aq3","aq4","aq5","order_date_time","trades_date_time","update_type"
23,6109.33,0.00867754,6109.33,6108.06,6107.56,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.002,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:38.491807","20180628 09:20:32.115688",1
120,6109.33,0.00867754,6109.33,6108.06,6107.56,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.88328007,0.016,0.002,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:38.544165","20180628 09:20:32.132477",1
425,6109.33,0.00867754,6109.33,6108.31,6106.39,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.016,0.002,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:39.058640","20180628 09:20:32.079525",1
12,6109.33,0.00867754,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.055432","20180628 09:20:32.118190",1
860,6109.33,0.00867754,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.245365","20180628 09:20:32.083485",1
24,6109.33,0.00867754,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.357418","20180628 09:20:32.115688",1
121,6109.33,0.00867754,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.417247","20180628 09:20:32.132477",1
443,6109.33,0.00867754,6109.33,6108.73,6108.31,6107.73,6107.56,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.001,0.016,0.001,0.002,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.794740","20180628 09:20:32.590798",1
426,6109.33,0.00867754,6109.33,6108.09,6107.56,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.002,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.903547","20180628 09:20:32.079525",1
427,6109.33,0.0425,6109.33,6108.09,6107.56,6106.38,6105.5,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.002,2.1,0.06577763,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.903547","20180628 09:20:41.672068",2
13,6109.33,0.0425,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.055432","20180628 09:20:41.676789",2
444,6109.33,0.0425,6109.33,6108.73,6108.31,6107.73,6107.56,6109.34,6110.0,6110.56,6111.0,6111.29,34.91328007,0.001,0.016,0.001,0.002,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.794740","20180628 09:20:41.678335",2
861,6109.33,0.0425,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.245365","20180628 09:20:41.679036",2
25,6109.33,0.0425,6109.33,6108.09,6107.73,6107.56,6106.73,6109.34,6110.0,6110.56,6111.0,6111.29,34.91128007,0.016,0.001,0.002,0.001,4.90911788,0.1,1.0,0.004,1.63713,"20180628 09:20:40.357418","20180628 09:20:41.682224",2
