"id","trade_px","trade_volume","b1","b2","b3","b4","b5","a1","a2","a3","a4","a5","bq1","bq2","bq3","bq4","bq5","aq1","aq2","aq3","aq4","aq5","order_date_time","trades_date_time","update_type"
27,6107.64,0.09002609,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.828957","20180628 09:20:39.000000",2
720,6107.64,0.09002609,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.820942","20180628 09:20:39.000000",2
368,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.814305","20180628 09:20:39.000000",2
58,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.826474","20180628 09:20:39.000000",2
382,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.821187","20180628 09:20:39.000000",2
10,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.819331","20180628 09:20:39.000000",2
721,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.820942","20180628 09:20:39.000000",2
28,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.64,6107.65,6112.99,6113.21,6113.99,3.39690696,1.5,0.006345,0.01,6.0,0.09002609,5.0,1.50613342,0.676174,0.00850428,"20180628 09:20:38.828957","20180628 09:20:39.000000",2
369,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.65,6112.99,6113.21,6113.99,6114.45,3.39690696,1.5,0.006345,0.01,6.0,4.68889766,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:39.893738","20180628 09:20:39.000000",1
383,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.65,6112.99,6113.21,6113.99,6114.45,3.39690696,1.5,0.006345,0.01,6.0,4.68889766,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:39.898022","20180628 09:20:39.000000",1
11,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.65,6112.99,6113.21,6113.99,6114.45,3.39690696,1.5,0.006345,0.01,6.0,4.68889766,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:39.899368","20180628 09:20:39.000000",1
59,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.65,6112.99,6113.21,6113.99,6114.45,3.39690696,1.5,0.006345,0.01,6.0,4.68889766,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:39.900138","20180628 09:20:39.000000",1
722,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.65,6112.99,6113.21,6113.99,6114.45,3.39690696,1.5,0.006345,0.01,6.0,4.68889766,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:39.900833","20180628 09:20:39.000000",1
29,6107.65,0.31110234,6106.64,6104.23,6103.36,6103.35,6102.46,6107.65,6112.99,6113.21,6113.99,6114.45,3.39690696,1.5,0.006345,0.01,6.0,4.68889766,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:39.903684","20180628 09:20:39.000000",1
370,6107.65,0.31110234,6107.66,6107.57,6104.23,6103.36,6103.35,6108.8,6112.99,6113.21,6113.99,6114.45,0.61678954,3.7080093,1.5,0.006345,0.01,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:40.926419","20180628 09:20:39.000000",1
384,6107.65,0.31110234,6107.66,6107.57,6104.23,6103.36,6103.35,6108.8,6112.99,6113.21,6113.99,6114.45,0.61678954,3.7080093,1.5,0.006345,0.01,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:40.929989","20180628 09:20:39.000000",1
60,6107.65,0.31110234,6107.66,6107.57,6104.23,6103.36,6103.35,6108.8,6112.99,6113.21,6113.99,6114.45,0.61678954,3.7080093,1.5,0.006345,0.01,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:40.932282","20180628 09:20:39.000000",1
723,6107.65,0.31110234,6107.66,6107.57,6104.23,6103.36,6103.35,6108.8,6112.99,6113.21,6113.99,6114.45,0.61678954,3.7080093,1.5,0.006345,0.01,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:40.935999","20180628 09:20:39.000000",1
12,6107.65,0.31110234,6107.66,6107.57,6104.23,6103.36,6103.35,6108.8,6112.99,6113.21,6113.99,6114.45,0.61678954,3.7080093,1.5,0.006345,0.01,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:40.937516","20180628 09:20:39.000000",1
30,6107.65,0.31110234,6107.66,6107.57,6104.23,6103.36,6103.35,6108.8,6112.99,6113.21,6113.99,6114.45,0.61678954,3.7080093,1.5,0.006345,0.01,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:40.941323","20180628 09:20:39.000000",1
371,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.46,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.0,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:41.959796","20180628 09:20:39.000000",1
61,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.46,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.0,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:41.968534","20180628 09:20:39.000000",1
13,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.46,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.0,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:41.967908","20180628 09:20:39.000000",1
724,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.46,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.0,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:41.971491","20180628 09:20:39.000000",1
31,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.46,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.0,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:41.977833","20180628 09:20:39.000000",1
385,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.46,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.0,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:41.993552","20180628 09:20:39.000000",1
372,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.4,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.1639,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:48.227331","20180628 09:20:39.000000",1
386,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.4,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.1639,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:48.228739","20180628 09:20:39.000000",1
725,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.4,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.1639,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:48.232129","20180628 09:20:39.000000",1
32,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.4,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.1639,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:48.232368","20180628 09:20:39.000000",1
14,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.4,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.1639,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:48.232907","20180628 09:20:39.000000",1
62,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.4,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.1639,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:48.234050","20180628 09:20:39.000000",1
63,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.47,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,9.591,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:49.286460","20180628 09:20:39.000000",1
15,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.47,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,9.591,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:49.286671","20180628 09:20:39.000000",1
33,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.47,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,9.591,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:49.289597","20180628 09:20:39.000000",1
373,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.47,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,9.591,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:49.290151","20180628 09:20:39.000000",1
726,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.47,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,9.591,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:49.289644","20180628 09:20:39.000000",1
387,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.47,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,9.591,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:49.292159","20180628 09:20:39.000000",1
374,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.48,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.9233,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:50.317966","20180628 09:20:39.000000",1
388,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.48,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.9233,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:50.323697","20180628 09:20:39.000000",1
64,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.48,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.9233,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:50.325254","20180628 09:20:39.000000",1
727,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.48,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.9233,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:50.326654","20180628 09:20:39.000000",1
34,6107.65,0.31110234,6107.57,6104.23,6103.36,6103.35,6102.48,6108.8,6112.99,6113.21,6113.99,6114.45,3.7080093,1.5,0.006345,0.01,6.9233,5.0,1.50613342,0.676174,0.00850428,1.6339,"20180628 09:20:50.327289","20180628 09:20:39.000000",1
